DecisionID,AttributeA,AttributeB,Track,Decision,Reason,LineageAction,CanonicalNode,FamilyA,FamilyB,RoleA,RoleB,EvidenceScore,EmbeddingSimilarity,NameSimilarity,SupportCount,AANF,ECNF,RRNF,CMNF,PONF,DBNF,HardVetoes,PromotionRule,AuditFlags,CMNFMatrixApplied
dec::v18::plaid_transaction_amount::plaid_transaction_date::discovery,Plaid.transaction_amount,Plaid.transaction_date,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,payment_amount|transaction_date,payment:amount,temporal:transaction_date,transaction_amount,posted_transaction_date,0.2790470202377512,0.6068010102030987,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,FAIL,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::plaid_transaction_date::upi_transaction_timestamp::discovery,Plaid.transaction_date,UPI.txn_timestamp,discovery,DEFER,insufficient evidence,DEFER_CANDIDATE,transaction_date|transaction_timestamp,temporal:transaction_date,temporal:transaction_timestamp,posted_transaction_date,transaction_timestamp,0.30096569732301537,0.6694258018752821,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,PASS,PASS,,,,
dec::v18::plaid_transaction_date::ppvisa_expiration_date::discovery,Plaid.transaction_date,PPVisa.exp,discovery,DEFER,insufficient evidence,DEFER_CANDIDATE,transaction_date|card_expiration_date,temporal:transaction_date,payment_card:expiration_date,posted_transaction_date,card_validity,0.20583852960810806,0.39763389411840394,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,FAIL,PASS,,,,
dec::v18::plaid_transaction_date::upi_transaction_identifier::discovery,Plaid.transaction_date,UPI.txn_id,discovery,REJECT_UNSAFE,identifier must not merge with payment/temporal,REJECT_BY_NORMAL_FORM,transaction_date|payment_identifier,temporal:transaction_date,identifier:upi_transaction,posted_transaction_date,upi_transaction_identifier,0.19186074828496774,0.3576973760522888,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,FAIL,PASS,identifier must not merge with payment/temporal,,,
dec::v18::plaid_transaction_date::upi_transaction_amount::discovery,Plaid.transaction_date,UPI.txn_amount,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,transaction_date|payment_amount,temporal:transaction_date,payment:amount,posted_transaction_date,transaction_amount,0.17003025279642603,0.29532453179931245,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,FAIL,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::plaid_transaction_date::mastercard_transaction_amount::discovery,Plaid.transaction_date,Mastercard.transaction_amount,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,transaction_date|payment_amount,temporal:transaction_date,payment:amount,posted_transaction_date,transaction_amount,0.17000342957307474,0.2952478940183088,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,FAIL,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::razorpay_razorpay_payment_identifier::razorpay_razorpay_order_identifier::discovery,Razorpay.razorpay_payment_id,Razorpay.razorpay_order_id,discovery,REJECT_UNSAFE,explicit negative pair hard veto,REJECT_UNSAFE_MERGE,payment_identifier|order_identifier,identifier:razorpay_payment,identifier:order,payment_object_identifier,order_identifier,0.3549516176103096,0.7284331931723131,0.5,2,FAIL,DEFER,PASS,PASS,PASS,PASS,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,
dec::v18::razorpay_virtual_payment_address::upi_payee_virtual_payment_address::discovery,Razorpay.vpa,UPI.payee_vpa,discovery,REJECT_UNSAFE,explicit negative pair hard veto,REJECT_UNSAFE_MERGE,virtual_payment_address|payee_virtual_payment_address,upi:vpa,upi:payee_vpa,payer_or_customer_vpa,payee,0.3863331756916567,0.675237644833305,0.75,1,FAIL,DEFER,FAIL,FAIL,PASS,PASS,role conflict: payer vs payee; explicit negative pair hard veto,,,
dec::v18::stripe_card_last4::stripe_card_brand::discovery,Stripe.card_last4,Stripe.card_brand,discovery,REJECT_UNSAFE,explicit negative pair hard veto,REJECT_UNSAFE_MERGE,card_last4|card_brand,payment_card:last4,payment_card:brand,card_summary,card_brand,0.2966807654655452,0.6571831394253674,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,PASS,PASS,account/card subtypes are ambiguous: payment_card:last4 vs payment_card:brand; explicit negative pair hard veto,,,
dec::v18::upi_virtual_payment_address::upi_payee_virtual_payment_address::discovery,UPI.vpa,UPI.payee_vpa,discovery,REJECT_UNSAFE,explicit negative pair hard veto,REJECT_UNSAFE_MERGE,virtual_payment_address|payee_virtual_payment_address,upi:vpa,upi:payee_vpa,generic_vpa,payee,0.4214013995824887,0.7754325702356819,0.75,2,FAIL,DEFER,PASS,PASS,PASS,PASS,explicit negative pair hard veto,,,
dec::v18::upi_transaction_identifier::upi_transaction_timestamp::discovery,UPI.txn_id,UPI.txn_timestamp,discovery,REJECT_UNSAFE,identifier must not merge with payment/temporal,REJECT_BY_NORMAL_FORM,payment_identifier|transaction_timestamp,identifier:upi_transaction,temporal:transaction_timestamp,upi_transaction_identifier,transaction_timestamp,0.301350362013138,0.6705248438470609,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,FAIL,PASS,identifier must not merge with payment/temporal,,,
dec::v18::upi_transaction_identifier::upi_transaction_status::discovery,UPI.txn_id,UPI.txn_status,discovery,REJECT_UNSAFE,identifier must not merge with payment/temporal; schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,payment_identifier|payment_status,identifier:upi_transaction,payment:status,upi_transaction_identifier,transaction_status,0.29066067095630804,0.6399828693989754,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,FAIL,PASS,identifier must not merge with payment/temporal; schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_identifier::upi_transaction_amount::discovery,UPI.txn_id,UPI.txn_amount,discovery,REJECT_UNSAFE,identifier must not merge with payment/temporal,REJECT_BY_NORMAL_FORM,payment_identifier|payment_amount,identifier:upi_transaction,payment:amount,upi_transaction_identifier,transaction_amount,0.2868018945411127,0.6289577939269887,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,FAIL,PASS,identifier must not merge with payment/temporal,,,
dec::v18::upi_transaction_identifier::stripe_customer_identifier::discovery,UPI.txn_id,Stripe.customer_id,discovery,REJECT_UNSAFE,explicit negative pair hard veto,REJECT_UNSAFE_MERGE,payment_identifier|customer_identifier,identifier:upi_transaction,identifier:customer,upi_transaction_identifier,customer_object_identifier,0.18699866485959177,0.3438057091226432,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,PASS,PASS,identifier subtypes must remain separate: identifier:upi_transaction vs identifier:customer; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,
dec::v18::upi_transaction_amount::upi_transaction_status::discovery,UPI.txn_amount,UPI.txn_status,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,payment_amount|payment_status,payment:amount,payment:status,transaction_amount,transaction_status,0.3391972196017013,0.7786587226715276,0.3333333333333333,1,FAIL,DEFER,PASS,PASS,PASS,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_amount::upi_transaction_timestamp::discovery,UPI.txn_amount,UPI.txn_timestamp,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,payment_amount|transaction_timestamp,payment:amount,temporal:transaction_timestamp,transaction_amount,transaction_timestamp,0.25168119772243364,0.52861294587362,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,FAIL,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_timestamp::upi_transaction_status::discovery,UPI.txn_timestamp,UPI.txn_status,discovery,REJECT_UNSAFE,temporal must not merge with status; schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,transaction_timestamp|payment_status,temporal:transaction_timestamp,payment:status,transaction_timestamp,transaction_status,0.2560495911389983,0.5410940699209474,0.3333333333333333,0,FAIL,DEFER,PASS,PASS,FAIL,PASS,temporal must not merge with status; schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_timestamp::mastercard_transaction_amount::discovery,UPI.txn_timestamp,Mastercard.transaction_amount,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,transaction_timestamp|payment_amount,temporal:transaction_timestamp,payment:amount,transaction_timestamp,transaction_amount,0.17363624178144654,0.3056273574707997,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,FAIL,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_timestamp::plaid_transaction_amount::discovery,UPI.txn_timestamp,Plaid.transaction_amount,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,transaction_timestamp|payment_amount,temporal:transaction_timestamp,payment:amount,transaction_timestamp,transaction_amount,0.1665768184630926,0.285457576561217,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,FAIL,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_status::mastercard_transaction_amount::discovery,UPI.txn_status,Mastercard.transaction_amount,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,payment_status|payment_amount,payment:status,payment:amount,transaction_status,transaction_amount,0.21718767083562285,0.4300600119113034,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,PASS,PASS,schema-declared do_not_merge_with_families veto,,,
dec::v18::upi_transaction_status::plaid_transaction_amount::discovery,UPI.txn_status,Plaid.transaction_amount,discovery,REJECT_UNSAFE,schema-declared do_not_merge_with_families veto,REJECT_BY_NORMAL_FORM,payment_status|payment_amount,payment:status,payment:amount,transaction_status,transaction_amount,0.20443616146447235,0.3936271279937305,0.3333333333333333,0,FAIL,DEFER,PASS,FAIL,PASS,PASS,schema-declared do_not_merge_with_families veto,,,
