mode,attr_a,attr_b,normalized_pair_a,normalized_pair_b,pair_key,source_a,source_b,context_a,context_b,cosine_similarity,name_similarity,ontology_root_a,ontology_root_b,ontology_match,value_cooccurrence,regex_a,regex_b,regex_match,regex_compatible,vss_similarity,shape_similarity,aggregate_score,evidence_signal_count,AANF_status,ECNF_status,CMNF_status,AANF_basis,ECNF_basis,bridge_rule_applied,bridge_rule_name,candidate_generation_source,final_decision,reason,lineage_id,is_predicted_merge,is_in_true_pairs,is_in_negative_pairs,error_class,semantic_family,suggested_negative_pair
embed_only_baseline,account_id,_comment,account identifier,comment,account identifier <-> comment,Plaid.json,UPI.json,Payments Risk,Payments Risk,0.663155198097229,0.0,payment:account,text:description,False,0.16666666666666666,mixed,mixed,True,False,0.9899259805679321,0.0,0.5632472753524781,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000028,True,False,False,FP,text_or_comment,account identifier; comment
embed_only_baseline,account_number,_comment,account number,comment,account number <-> comment,Plaid.json,UPI.json,Payments Risk,Payments Risk,0.6762927174568176,0.0,payment:account,text:description,False,0.0625,"^[0-9]{6,19}$",mixed,False,False,0.9579277038574219,0.0,0.46210262775421146,2,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000030,True,False,False,FP,text_or_comment,account number; comment
embed_only_baseline,account_type,_comment,account type,comment,account type <-> comment,Plaid.json,UPI.json,Payments Risk,Payments Risk,0.693756103515625,0.0,payment:account,text:description,False,1.0,mixed,mixed,True,False,0.995469331741333,0.0,0.5765963077545166,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000031,True,False,False,FP,text_or_comment,account type; comment
embed_only_baseline,balance_current,_comment,balance current,comment,balance current <-> comment,Plaid.json,UPI.json,Payments Risk,Payments Risk,0.6713802218437195,0.0,,text:description,False,1.0,^[+-]?[0-9]+(\.[0-9]+)?$,mixed,False,False,0.9931886792182922,0.0,0.4671898245811463,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000032,True,False,False,FP,text_or_comment,balance current; comment
embed_only_baseline,transaction_date,_comment,comment,transaction date,comment <-> transaction date,Plaid.json,UPI.json,Payments Risk,Payments Risk,0.6535614132881165,0.0,,text:description,False,1.0,mixed,mixed,True,False,0.9974960684776306,0.0,0.5609237790107727,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000034,True,False,False,FP,text_or_comment,comment; transaction date
embed_only_baseline,issuer,_comment,comment,issuer,comment <-> issuer,PPVisa.json,UPI.json,Payments Risk,Payments Risk,0.6931190490722656,0.0,,text:description,False,1.0,mixed,mixed,True,False,0.9810725450515747,0.0,0.5734621286392212,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000038,True,False,False,FP,text_or_comment,comment; issuer
embed_only_baseline,amount,_comment,amount,comment,amount <-> comment,Stripe.json,UPI.json,Payments Risk,Payments Risk,0.7455595135688782,0.0,payment:amount,text:description,False,0.0625,^[+-]?[0-9]+(\.[0-9]+)?$,mixed,False,False,0.9607623815536499,0.0,0.4903762817382813,2,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000041,True,False,True,EXPLICIT_NEGATIVE_MERGE,text_or_comment,amount; comment
embed_only_baseline,method,_comment,comment,method,comment <-> method,Razorpay.json,UPI.json,Payments Risk,Payments Risk,0.7112728357315063,0.0,,text:description,False,0.16666666666666666,mixed,mixed,True,False,0.869076669216156,0.0,0.5583244681358338,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000042,True,False,False,FP,text_or_comment,comment; method
embed_only_baseline,email,_comment,comment,email,comment <-> email,Razorpay.json,UPI.json,Payments Risk,Payments Risk,0.6979162693023682,0.0,,text:description,False,1.0,mixed,mixed,True,False,0.9991376996040344,0.0,0.5789940476417541,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000044,True,False,False,FP,text_or_comment,comment; email
embed_only_baseline,contact,_comment,comment,contact,comment <-> contact,Razorpay.json,UPI.json,Payments Risk,Payments Risk,0.7047296762466431,0.0,,text:description,False,1.0,^[+-]?[0-9]+(\.[0-9]+)?$,mixed,False,False,0.9974013566970825,0.0,0.48137214183807375,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000045,True,False,False,FP,text_or_comment,comment; contact
embed_only_baseline,status,_comment,comment,status,comment <-> status,Stripe.json,UPI.json,Payments Risk,Payments Risk,0.6570644378662109,0.0,payment:status,text:description,False,1.0,mixed,mixed,True,False,0.9964746236801147,0.0,0.5621206998825073,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000046,True,False,False,FP,text_or_comment,comment; status
embed_only_baseline,payment_intent_id,_comment,comment,payment intent identifier,comment <-> payment intent identifier,Stripe.json,UPI.json,Payments Risk,Payments Risk,0.6532185077667236,0.0,,text:description,False,1.0,mixed,mixed,True,False,0.998110830783844,0.0,0.5609095692634583,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000047,True,False,False,FP,text_or_comment,comment; payment intent identifier
embed_only_baseline,customer_id,_comment,comment,customer identifier,comment <-> customer identifier,Stripe.json,UPI.json,Payments Risk,Payments Risk,0.6755426526069641,0.0,,text:description,False,1.0,mixed,mixed,True,False,0.997994601726532,0.0,0.5698159813880921,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000048,True,False,False,FP,text_or_comment,comment; customer identifier
embed_only_baseline,payment_method,_comment,comment,payment method,comment <-> payment method,Stripe.json,UPI.json,Payments Risk,Payments Risk,0.7590268850326538,0.0,,text:description,False,1.0,mixed,mixed,True,False,0.9810725450515747,0.0,0.5998252630233765,4,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000049,True,False,False,FP,text_or_comment,comment; payment method
embed_only_baseline,created,_comment,comment,created,comment <-> created,Stripe.json,UPI.json,Payments Risk,Payments Risk,0.7431694269180298,0.0,,text:description,False,1.0,^[+-]?[0-9]+(\.[0-9]+)?$,mixed,False,False,0.9953089952468872,0.0,0.4963295698165894,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,False,,standard_pairwise,MERGE,embedding cosine threshold only,embed_only_baseline-000052,True,False,False,FP,text_or_comment,comment; created
