mode,attr_a,attr_b,normalized_pair_a,normalized_pair_b,pair_key,source_a,source_b,context_a,context_b,cosine_similarity,name_similarity,ontology_root_a,ontology_root_b,ontology_match,value_cooccurrence,regex_a,regex_b,regex_match,regex_compatible,vss_similarity,shape_similarity,aggregate_score,evidence_signal_count,AANF_status,ECNF_status,CMNF_status,AANF_basis,ECNF_basis,CMNF_basis,bridge_rule_applied,bridge_rule_name,bridge_blocked_reason,bridge_safety_status,candidate_generation_source,final_decision,reason,lineage_id,is_predicted_merge,would_have_accepted_without_veto,veto_reason,is_in_true_pairs,is_in_negative_pairs,error_class,semantic_family
no_cmnf,payment_intent_id,customer_id,customer identifier,payment intent identifier,customer identifier <-> payment intent identifier,Stripe.json,Stripe.json,Payments Risk,Payments Risk,0.8878729343414307,0.25,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9998736381530762,0.0,0.8051239013671876,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,AANF+ECNF only; CMNF ablated,no_cmnf-001560,True,True,,False,False,FP,identifier|identifier
no_cmnf,payment_intent_id,payment_method,payment intent identifier,payment method,payment intent identifier <-> payment method,Stripe.json,Stripe.json,Payments Risk,Payments Risk,0.8850318193435669,0.25,identifier,payment:method,False,1.0,mixed,mixed,True,False,0.9910044074058533,0.0,0.7022136092185974,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,AANF+ECNF only; CMNF ablated,no_cmnf-001561,True,True,,False,False,FP,identifier|payment:method
no_cmnf,txn_timestamp,txn_status,transaction status,transaction timestamp,transaction status <-> transaction timestamp,UPI.json,UPI.json,Payments Risk,Payments Risk,0.8487933874130249,0.3333333333333333,,payment:status,False,1.0,mixed,mixed,True,False,0.9952455759048462,0.0,0.7052331368128458,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,AANF+ECNF only; CMNF ablated,no_cmnf-001604,True,True,,False,False,FP,|payment:status
no_dbnf,schema_id,msg_id,msg identifier,schema identifier,msg identifier <-> schema identifier,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.6617345213890076,0.3333333333333333,identifier,identifier,True,0.16666666666666666,mixed,mixed,True,False,0.9990897178649902,0.0,0.7311784187952678,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000121,True,True,,False,False,FP,identifier|identifier
no_dbnf,schema_id,end_to_end_id,end to end identifier,schema identifier,end to end identifier <-> schema identifier,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.6583420038223267,0.25,identifier,identifier,True,0.16666666666666666,mixed,mixed,True,False,0.9984608292579651,0.0,0.7130289673805237,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000122,True,True,,False,False,FP,identifier|identifier
no_dbnf,msg_id,end_to_end_id,end to end identifier,msg identifier,end to end identifier <-> msg identifier,ISO20022.json,ISO20022.json,Payments Risk,Payments Risk,0.8596329689025879,0.25,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9993902444839478,0.0,0.7937312364578247,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000608,True,True,,False,False,FP,identifier|identifier
no_dbnf,msg_id,card_acceptor_id,card acceptor identifier,msg identifier,card acceptor identifier <-> msg identifier,ISO20022.json,Mastercard.json,Payments Risk,Payments Risk,0.657191276550293,0.25,identifier,identifier,True,0.16666666666666666,mixed,mixed,True,False,0.9996854662895203,0.0,0.7128136038780213,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000622,True,True,,False,False,FP,identifier|identifier
no_dbnf,msg_id,transaction_id,msg identifier,transaction identifier,msg identifier <-> transaction identifier,ISO20022.json,Plaid.json,Payments Risk,Payments Risk,0.6605446338653564,0.3333333333333333,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9963197708129883,0.0,0.730148474375407,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000628,True,True,,False,False,FP,identifier|identifier
no_dbnf,end_to_end_id,card_acceptor_id,card acceptor identifier,end to end identifier,card acceptor identifier <-> end to end identifier,ISO20022.json,Mastercard.json,Payments Risk,Payments Risk,0.6692104935646057,0.2,identifier,identifier,True,0.16666666666666666,mixed,mixed,True,False,0.999019205570221,0.0,0.7074880385398865,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000665,True,True,,False,False,FP,identifier|identifier
no_dbnf,end_to_end_id,transaction_id,end to end identifier,transaction identifier,end to end identifier <-> transaction identifier,ISO20022.json,Plaid.json,Payments Risk,Payments Risk,0.6558086276054382,0.25,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9964306950569153,0.0,0.7116095900535584,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-000671,True,True,,False,False,FP,identifier|identifier
no_dbnf,primary_account_number,payer_account,payer account,primary account number,payer account <-> primary account number,Mastercard.json,UPI.json,Payments Risk,Payments Risk,0.696376621723175,0.25,payment:account,payment:account,True,0.09090909090909091,"^[0-9]{13,19}$","^[0-9]{6,19}$",False,True,0.9997853636741638,0.0,0.7135077214241028,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,EXPLICIT_NEGATIVE_HARD_VETO,BLOCKED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001001,True,True,,False,True,EXPLICIT_NEGATIVE_MERGE,payment:account|payment:account
no_dbnf,card_acceptor_id,transaction_id,card acceptor identifier,transaction identifier,card acceptor identifier <-> transaction identifier,Mastercard.json,Plaid.json,Payments Risk,Payments Risk,0.6731060743331909,0.25,identifier,identifier,True,0.16666666666666666,mixed,mixed,True,False,0.995670735836029,0.0,0.7183765769004822,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001171,True,True,,False,False,FP,identifier|identifier
no_dbnf,card_acceptor_id,payment_intent_id,card acceptor identifier,payment intent identifier,card acceptor identifier <-> payment intent identifier,Mastercard.json,Stripe.json,Payments Risk,Payments Risk,0.6776343584060669,0.2,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9999434351921082,0.0,0.7110424304008485,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001185,True,True,,False,False,FP,identifier|identifier
no_dbnf,card_acceptor_id,customer_id,card acceptor identifier,customer identifier,card acceptor identifier <-> customer identifier,Mastercard.json,Stripe.json,Payments Risk,Payments Risk,0.700581431388855,0.25,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9999756217002869,0.0,0.7302276968955994,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001186,True,True,,False,False,FP,identifier|identifier
no_dbnf,account_id,transaction_id,account identifier,transaction identifier,account identifier <-> transaction identifier,Plaid.json,Plaid.json,Payments Risk,Payments Risk,0.9255748987197876,0.3333333333333333,payment:account,identifier,False,1.0,mixed,mixed,True,False,0.9987638592720032,0.3333333333333333,0.7366493980089823,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,EXPLICIT_NEGATIVE_HARD_VETO,BLOCKED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001199,True,True,,False,True,EXPLICIT_NEGATIVE_MERGE,payment:account|identifier
no_dbnf,account_number,payer_account,account number,payer account,account number <-> payer account,Plaid.json,UPI.json,Payments Risk,Payments Risk,0.6837676167488098,0.3333333333333333,payment:account,payment:account,True,0.0625,"^[0-9]{6,19}$","^[0-9]{6,19}$",True,True,0.9604665637016296,0.0,0.7322670261065165,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,EXPLICIT_NEGATIVE_HARD_VETO,BLOCKED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001272,True,True,,False,True,EXPLICIT_NEGATIVE_MERGE,payment:account|payment:account
no_dbnf,transaction_id,customer_id,customer identifier,transaction identifier,customer identifier <-> transaction identifier,Plaid.json,Stripe.json,Payments Risk,Payments Risk,0.6778883337974548,0.3333333333333333,identifier,identifier,True,0.16666666666666666,mixed,mixed,True,False,0.9958275556564331,0.0,0.7369875113169353,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001339,True,True,,False,False,FP,identifier|identifier
no_dbnf,razorpay_payment_id,razorpay_order_id,razorpay order identifier,razorpay payment identifier,razorpay order identifier <-> razorpay payment identifier,Razorpay.json,Razorpay.json,Payments Risk,Payments Risk,0.9323581457138062,0.5,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9999884963035583,0.0,0.8729409575462341,6,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,EXPLICIT_NEGATIVE_HARD_VETO,BLOCKED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001449,True,True,,False,True,EXPLICIT_NEGATIVE_MERGE,identifier|identifier
no_dbnf,razorpay_payment_id,customer_id,customer identifier,razorpay payment identifier,customer identifier <-> razorpay payment identifier,Razorpay.json,Stripe.json,Payments Risk,Payments Risk,0.6635861396789551,0.25,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9997398257255554,0.0,0.7153824210166931,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001457,True,True,,False,False,FP,identifier|identifier
no_dbnf,payment_intent_id,customer_id,customer identifier,payment intent identifier,customer identifier <-> payment intent identifier,Stripe.json,Stripe.json,Payments Risk,Payments Risk,0.8878729343414307,0.25,identifier,identifier,True,1.0,mixed,mixed,True,False,0.9998736381530762,0.0,0.8051239013671876,5,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001560,True,True,,False,False,FP,identifier|identifier
no_dbnf,payment_intent_id,payment_method,payment intent identifier,payment method,payment intent identifier <-> payment method,Stripe.json,Stripe.json,Payments Risk,Payments Risk,0.8850318193435669,0.25,identifier,payment:method,False,1.0,mixed,mixed,True,False,0.9910044074058533,0.0,0.7022136092185974,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001561,True,True,,False,False,FP,identifier|payment:method
no_dbnf,txn_timestamp,txn_status,transaction status,transaction timestamp,transaction status <-> transaction timestamp,UPI.json,UPI.json,Payments Risk,Payments Risk,0.8487933874130249,0.3333333333333333,,payment:status,False,1.0,mixed,mixed,True,False,0.9952455759048462,0.0,0.7052331368128458,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,"AANF, ECNF, and CMNF passed",no_dbnf-001604,True,True,,False,False,FP,|payment:status
vss_only,//comment,//source,comment,source,comment <-> source,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.9243003129959106,0.0,text:description,,False,1.0,mixed,mixed,True,False,0.9999923706054688,0.0,0.9999923706054688,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000000,True,True,,False,False,FP,text:description|
vss_only,//comment,schema_id,comment,schema identifier,comment <-> schema identifier,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.7691370248794556,0.0,text:description,identifier,False,1.0,mixed,mixed,True,False,0.9973974227905273,0.0,0.9973974227905273,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000001,True,True,,False,False,FP,text:description|identifier
vss_only,//comment,entity,comment,entity,comment <-> entity,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8345884084701538,0.0,text:description,,False,1.0,mixed,mixed,True,False,0.9978918433189392,0.0,0.9978918433189392,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000002,True,True,,False,False,FP,text:description|
vss_only,//comment,version,comment,version,comment <-> version,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8496285676956177,0.0,text:description,,False,1.0,mixed,mixed,True,False,0.987834632396698,0.0,0.987834632396698,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000003,True,True,,False,False,FP,text:description|
vss_only,//comment,name,comment,name,comment <-> name,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8902446031570435,0.0,text:description,party:name,False,0.25,mixed,mixed,True,False,0.9805307984352112,0.0,0.9805307984352112,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000004,True,True,,False,False,FP,text:description|party:name
vss_only,//comment,type,comment,type,comment <-> type,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8748037815093994,0.0,text:description,payment:account_type,False,0.25,mixed,mixed,True,False,0.9957898259162903,0.0,0.9957898259162903,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000005,True,True,,False,False,FP,text:description|payment:account_type
vss_only,//comment,aliases,aliases,comment,aliases <-> comment,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8163695335388184,0.0,text:description,,False,0.16666666666666666,mixed,mixed,True,False,0.8410955667495728,0.0,0.8410955667495728,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000006,True,True,,False,False,FP,text:description|
vss_only,//comment,pattern,comment,pattern,comment <-> pattern,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8438153266906738,0.0,text:description,,False,0.3333333333333333,mixed,mixed,True,False,0.9492796063423157,0.0,0.9492796063423157,3,PASS,FAIL,PASS,cosine >= tau_aanf,insufficient evidence signal count or aggregate score,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000007,True,True,,False,False,FP,text:description|
vss_only,//comment,tags,comment,tags,comment <-> tags,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.8606162667274475,0.0,text:description,,False,0.5,mixed,mixed,True,False,0.9984320998191833,0.0,0.9984320998191833,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000009,True,True,,False,False,FP,text:description|
vss_only,//comment,created_at,comment,created at,comment <-> created at,INAmex.json,INAmex.json,Payments Risk,Payments Risk,0.786412239074707,0.0,text:description,,False,1.0,mixed,mixed,True,False,0.9995693564414978,0.0,0.9995693564414978,4,PASS,PASS,PASS,cosine >= tau_aanf,signal_count >= m_min and aggregate >= gamma,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000010,True,True,,False,False,FP,text:description|
vss_only,//comment,msg_id,comment,msg identifier,comment <-> msg identifier,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5914167165756226,0.0,text:description,identifier,False,0.16666666666666666,mixed,mixed,True,False,0.9990871548652649,0.0,0.9990871548652649,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000012,True,True,,False,False,FP,text:description|identifier
vss_only,//comment,end_to_end_id,comment,end to end identifier,comment <-> end to end identifier,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5688575506210327,0.0,text:description,identifier,False,0.16666666666666666,mixed,mixed,True,False,0.9971411824226379,0.0,0.9971411824226379,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000013,True,True,,False,False,FP,text:description|identifier
vss_only,//comment,instd_amt,comment,instd amount,comment <-> instd amount,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5937814712524414,0.0,text:description,payment:amount,False,0.16666666666666666,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.9830307960510254,0.0,0.9830307960510254,1,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000014,True,True,,False,False,FP,text:description|payment:amount
vss_only,//comment,currency,comment,currency,comment <-> currency,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.6355648636817932,0.0,text:description,payment:currency,False,0.047619047619047616,mixed,mixed,True,False,0.9823398590087891,0.0,0.9823398590087891,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,EXPLICIT_NEGATIVE_HARD_VETO,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000015,True,True,,False,True,EXPLICIT_NEGATIVE_MERGE,text:description|payment:currency
vss_only,//comment,dbtr_nm,comment,debtor name,comment <-> debtor name,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5823384523391724,0.0,text:description,party:name,False,0.16666666666666666,mixed,mixed,True,False,0.9860410690307617,0.0,0.9860410690307617,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ROLE_SENSITIVE_BRIDGE_BLOCKED,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000016,True,True,,False,False,FP,text:description|party:name
vss_only,//comment,cdtr_nm,comment,creditor name,comment <-> creditor name,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5580387711524963,0.0,text:description,party:name,False,0.16666666666666666,mixed,mixed,True,False,0.9880812764167786,0.0,0.9880812764167786,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ROLE_SENSITIVE_BRIDGE_BLOCKED,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000017,True,True,,False,False,FP,text:description|party:name
vss_only,//comment,dbtr_acct,comment,debtor account,comment <-> debtor account,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5657113790512085,0.0,text:description,payment:account,False,1.0,mixed,mixed,True,False,0.9964038729667664,0.0,0.9964038729667664,3,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ROLE_SENSITIVE_BRIDGE_BLOCKED,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000018,True,True,,False,False,FP,text:description|payment:account
vss_only,//comment,cdtr_acct,comment,creditor account,comment <-> creditor account,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5420683026313782,0.0,text:description,payment:account,False,1.0,mixed,mixed,True,False,0.9965900182723999,0.0,0.9965900182723999,3,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ROLE_SENSITIVE_BRIDGE_BLOCKED,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000019,True,True,,False,False,FP,text:description|payment:account
vss_only,//comment,reqd_exctn_dt,comment,reqd exctn dt,comment <-> reqd exctn dt,INAmex.json,ISO20022.json,Payments Risk,Payments Risk,0.5984287261962891,0.0,text:description,,False,0.16666666666666666,mixed,mixed,True,False,0.9976773262023926,0.0,0.9976773262023926,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000020,True,True,,False,False,FP,text:description|
vss_only,//comment,primary_account_number,comment,primary account number,comment <-> primary account number,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.4719809591770172,0.0,text:description,payment:account,False,0.09090909090909091,mixed,"^[0-9]{13,19}$",False,False,0.9982898831367493,0.0,0.9982898831367493,1,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000021,True,True,,False,False,FP,text:description|payment:account
vss_only,//comment,processing_code,comment,processing code,comment <-> processing code,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.5097894072532654,0.0,text:description,,False,0.16666666666666666,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.9908601641654968,0.0,0.9908601641654968,1,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000022,True,True,,False,False,FP,text:description|
vss_only,//comment,transaction_amount,comment,transaction amount,comment <-> transaction amount,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.5570057034492493,0.0,text:description,payment:amount,False,0.047619047619047616,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.9615845084190369,0.0,0.9615845084190369,1,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,EXPLICIT_NEGATIVE_HARD_VETO,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000023,True,True,,False,True,EXPLICIT_NEGATIVE_MERGE,text:description|payment:amount
vss_only,//comment,transmission_datetime,comment,transmission datetime,comment <-> transmission datetime,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.46846404671669006,0.0,text:description,,False,1.0,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.9954411387443542,0.0,0.9954411387443542,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000024,True,True,,False,False,FP,text:description|
vss_only,//comment,system_trace_audit_number,comment,system trace audit number,comment <-> system trace audit number,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.46735894680023193,0.0,text:description,,False,1.0,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.9870893359184265,0.0,0.9870893359184265,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,,NOT_APPLIED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000025,True,True,,False,False,FP,text:description|
vss_only,//comment,merchant_category_code,comment,merchant category code,comment <-> merchant category code,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.5353049039840698,0.0,text:description,party:name,False,1.0,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.9711892008781433,0.0,0.9711892008781433,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ROLE_SENSITIVE_BRIDGE_BLOCKED,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000026,True,True,,False,False,FP,text:description|party:name
vss_only,//comment,card_acceptor_id,card acceptor identifier,comment,card acceptor identifier <-> comment,INAmex.json,Mastercard.json,Payments Risk,Payments Risk,0.4969181716442108,0.0,text:description,identifier,False,1.0,mixed,mixed,True,False,0.9983605742454529,0.0,0.9983605742454529,3,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000027,True,True,,False,False,FP,text:description|identifier
vss_only,//comment,account_id,account identifier,comment,account identifier <-> comment,INAmex.json,Plaid.json,Payments Risk,Payments Risk,0.5279271602630615,0.0,text:description,payment:account,False,0.16666666666666666,mixed,mixed,True,False,0.9900625348091125,0.0,0.9900625348091125,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000028,True,True,,False,False,FP,text:description|payment:account
vss_only,//comment,routing_number,comment,routing number,comment <-> routing number,INAmex.json,Plaid.json,Payments Risk,Payments Risk,0.4970903992652893,0.0,text:description,payment:routing,False,1.0,mixed,^[+-]?[0-9]+(\.[0-9]+)?$,False,False,0.994336724281311,0.0,0.994336724281311,2,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ROLE_SENSITIVE_BRIDGE_BLOCKED,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000029,True,True,,False,False,FP,text:description|payment:routing
vss_only,//comment,account_number,account number,comment,account number <-> comment,INAmex.json,Plaid.json,Payments Risk,Payments Risk,0.5328775644302368,0.0,text:description,payment:account,False,0.0625,mixed,"^[0-9]{6,19}$",False,False,0.9580195546150208,0.0,0.9580195546150208,1,FAIL,FAIL,PASS,cosine below tau_aanf or role conflict,insufficient evidence signal count or aggregate score,same context,False,,ONTOLOGY_INCOMPATIBILITY,BLOCKED,standard_pairwise,MERGE,single/limited evidence mode threshold,vss_only-000030,True,True,,False,False,FP,text:description|payment:account
