fn_id,source_field,target_field,semantic_score,context_signature,model_reason,human_decision (ACCEPT/REJECT/HOLD),human_comments,record_type
TP_19,Razorpay.amount,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_20,Stripe.amount,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_21,ISO20022.currency,Plaid.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_22,ISO20022.currency,Razorpay.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_23,ISO20022.currency,Stripe.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_24,ISO20022.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_25,Plaid.currency,Razorpay.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_26,Plaid.currency,Stripe.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_27,Plaid.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_28,Razorpay.currency,Stripe.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_29,Razorpay.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_30,Stripe.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_31,Plaid.transaction_id,UPI.txn_id,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_32,Razorpay.method,Stripe.payment_method,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_33,Razorpay.vpa,UPI.vpa,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_34,Razorpay.status,Stripe.status,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_35,Razorpay.status,UPI.txn_status,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_36,Stripe.status,UPI.txn_status,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_37,Razorpay.created_at,Stripe.created,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_100,INAmex.PrimaryAccountNumber,Mastercard.primary_account_number,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_101,INAmex.PrimaryAccountNumber,PPVisa.pan,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_102,Mastercard.primary_account_number,PPVisa.pan,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_103,INAmex.ExpirationDate,PPVisa.exp,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_104,INAmex.CardVerificationValue,PPVisa.cvv,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_105,INAmex.CardHolderName,PPVisa.cardholder,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_106,ISO20022.instd_amt,Mastercard.transaction_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_107,ISO20022.instd_amt,Plaid.transaction_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_108,ISO20022.instd_amt,Razorpay.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_109,ISO20022.instd_amt,Stripe.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_110,ISO20022.instd_amt,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_111,Mastercard.transaction_amount,Plaid.transaction_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_112,Mastercard.transaction_amount,Razorpay.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_113,Mastercard.transaction_amount,Stripe.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_114,Mastercard.transaction_amount,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_115,Plaid.transaction_amount,Razorpay.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_116,Plaid.transaction_amount,Stripe.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_117,Plaid.transaction_amount,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_118,Razorpay.amount,Stripe.amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_119,Razorpay.amount,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_120,Stripe.amount,UPI.txn_amount,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_121,ISO20022.currency,Plaid.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_122,ISO20022.currency,Razorpay.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_123,ISO20022.currency,Stripe.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_124,ISO20022.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_125,Plaid.currency,Razorpay.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_126,Plaid.currency,Stripe.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_127,Plaid.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_128,Razorpay.currency,Stripe.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_129,Razorpay.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_130,Stripe.currency,UPI.currency,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_131,Plaid.transaction_id,UPI.txn_id,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_132,Razorpay.method,Stripe.payment_method,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_133,Razorpay.vpa,UPI.vpa,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_134,Razorpay.status,Stripe.status,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_135,Razorpay.status,UPI.txn_status,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_136,Stripe.status,UPI.txn_status,,,Model predicted TP (ACCEPT_MERGE),,,TP
TP_137,Razorpay.created_at,Stripe.created,,,Model predicted TP (ACCEPT_MERGE),,,TP
