fn_id,source_field,target_field,semantic_score,context_signature,model_reason,human_decision (ACCEPT/REJECT/HOLD),human_comments,record_type,DecisionType,CanonicalNode,Track,EvidenceScore,EmbeddingSimilarity,NameSimilarity,HardVetoes,PromotionRule,AuditFlags,ExpectedSchemaTruth(bool)
TN_0018,ISO20022.dbtr_acct,Plaid.account_type,0.24541780447746342,debtor_account|account_type,Vetoes: account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:account_type | account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:account_type,,,TN,REJECT_UNSAFE,debtor_account|account_type,production,0.24541780447746342,0.5107175366022765,0.3333333333333333,account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:account_type,,,False
TN_0019,ISO20022.dbtr_acct,UPI.payer_account,0.252791439306751,debtor_account|payer_account,Vetoes: account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:payer_account; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,debtor_account|payer_account,discovery,0.252791439306751,0.5317850646859553,0.3333333333333333,account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:payer_account; explicit negative pair hard veto,,,False
TN_0020,ISO20022.dbtr_acct,UPI.payer_account,0.252791439306751,debtor_account|payer_account,Vetoes: account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:payer_account; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,debtor_account|payer_account,production,0.252791439306751,0.5317850646859553,0.3333333333333333,account/card subtypes are ambiguous: payment_account:debtor_account vs payment_account:payer_account; explicit negative pair hard veto,,,False
TN_0021,ISO20022.dbtr_nm,ISO20022.cdtr_nm,0.37903949799124886,debtor_name|creditor_name,Vetoes: role conflict: debtor vs creditor; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,debtor_name|creditor_name,discovery,0.37903949799124886,0.8924938037845206,0.3333333333333333,role conflict: debtor vs creditor; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0022,ISO20022.dbtr_nm,ISO20022.cdtr_nm,0.37903949799124886,debtor_name|creditor_name,Vetoes: role conflict: debtor vs creditor; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,debtor_name|creditor_name,production,0.37903949799124886,0.8924938037845206,0.3333333333333333,role conflict: debtor vs creditor; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0023,ISO20022.dbtr_nm,ISO20022.dbtr_acct,0.34703941605414756,debtor_name|debtor_account,insufficient evidence,,,TN,DEFER,debtor_name|debtor_account,discovery,0.34703941605414756,0.8010649982499456,0.3333333333333333,,,,False
TN_0024,ISO20022.dbtr_nm,ISO20022.dbtr_acct,0.34703941605414756,debtor_name|debtor_account,insufficient evidence,,,TN,DEFER,debtor_name|debtor_account,production,0.34703941605414756,0.8010649982499456,0.3333333333333333,,,,False
TN_0025,ISO20022.msg_id,Plaid.transaction_id,0.20145592374662652,message_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:message vs identifier:transaction | identifier subtypes must remain separate: identifier:message vs identifier:transaction,,,TN,REJECT_UNSAFE,message_identifier|transaction_identifier,discovery,0.20145592374662652,0.38511216308559965,0.3333333333333333,identifier subtypes must remain separate: identifier:message vs identifier:transaction,,,False
TN_0026,ISO20022.msg_id,Plaid.transaction_id,0.20145592374662652,message_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:message vs identifier:transaction | identifier subtypes must remain separate: identifier:message vs identifier:transaction,,,TN,REJECT_UNSAFE,message_identifier|transaction_identifier,production,0.20145592374662652,0.38511216308559965,0.3333333333333333,identifier subtypes must remain separate: identifier:message vs identifier:transaction,,,False
TN_0027,ISO20022.msg_id,UPI.txn_id,0.21907032273526977,message_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:message vs identifier:upi_transaction | identifier subtypes must remain separate: identifier:message vs identifier:upi_transaction,,,TN,REJECT_UNSAFE,message_identifier|transaction_identifier,discovery,0.21907032273526977,0.43543901733886603,0.3333333333333333,identifier subtypes must remain separate: identifier:message vs identifier:upi_transaction,,,False
TN_0028,ISO20022.msg_id,UPI.txn_id,0.21907032273526977,message_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:message vs identifier:upi_transaction | identifier subtypes must remain separate: identifier:message vs identifier:upi_transaction,,,TN,REJECT_UNSAFE,message_identifier|transaction_identifier,production,0.21907032273526977,0.43543901733886603,0.3333333333333333,identifier subtypes must remain separate: identifier:message vs identifier:upi_transaction,,,False
TN_0029,Mastercard.primary_account_number,Plaid.account_number,0.3724502038995286,card_primary_account_number|bank_account_number,Vetoes: card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,card_primary_account_number|bank_account_number,discovery,0.3724502038995286,0.5403339159034151,0.6666666666666666,card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0030,Mastercard.primary_account_number,Plaid.account_number,0.3724502038995286,card_primary_account_number|bank_account_number,Vetoes: card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,card_primary_account_number|bank_account_number,production,0.3724502038995286,0.5403339159034151,0.6666666666666666,card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0031,PPVisa.pan,Plaid.account_number,0.2801760373485265,card_primary_account_number|bank_account_number,Vetoes: card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,card_primary_account_number|bank_account_number,discovery,0.2801760373485265,0.41955058290055175,0.6666666666666666,card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0032,PPVisa.pan,Plaid.account_number,0.2801760373485265,card_primary_account_number|bank_account_number,Vetoes: card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,card_primary_account_number|bank_account_number,production,0.2801760373485265,0.41955058290055175,0.6666666666666666,card PAN must not merge with bank account; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0033,Plaid.account_id,ISO20022.dbtr_acct,0.18278922367915368,account_identifier|debtor_account,insufficient evidence,,,TN,DEFER,account_identifier|debtor_account,discovery,0.18278922367915368,0.3317787343213915,0.3333333333333333,,,,False
TN_0034,Plaid.account_id,ISO20022.dbtr_acct,0.18278922367915368,account_identifier|debtor_account,insufficient evidence,,,TN,DEFER,account_identifier|debtor_account,production,0.18278922367915368,0.3317787343213915,0.3333333333333333,,,,False
TN_0035,Plaid.account_id,Plaid.account_number,0.3335852780938996,account_identifier|bank_account_number,insufficient evidence,,,TN,DEFER,account_identifier|bank_account_number,discovery,0.3335852780938996,0.7626246040778085,0.3333333333333333,,,,False
TN_0036,Plaid.account_id,Plaid.account_number,0.3335852780938996,account_identifier|bank_account_number,insufficient evidence,,,TN,DEFER,account_identifier|bank_account_number,production,0.3335852780938996,0.7626246040778085,0.3333333333333333,,,,False
TN_0037,Plaid.account_id,Plaid.account_type,0.3067445316908061,account_identifier|account_type,Vetoes: explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,account_identifier|account_type,discovery,0.3067445316908061,0.6859367572118271,0.3333333333333333,explicit negative pair hard veto,,,False
TN_0038,Plaid.account_id,Plaid.account_type,0.3067445316908061,account_identifier|account_type,Vetoes: explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,account_identifier|account_type,production,0.3067445316908061,0.6859367572118271,0.3333333333333333,explicit negative pair hard veto,,,False
TN_0039,Plaid.account_id,Plaid.transaction_id,0.29663995888108063,account_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:plaid_account vs identifier:transaction; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,account_identifier|transaction_identifier,discovery,0.29663995888108063,0.65706654918404,0.3333333333333333,identifier subtypes must remain separate: identifier:plaid_account vs identifier:transaction; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0040,Plaid.account_id,Plaid.transaction_id,0.29663995888108063,account_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:plaid_account vs identifier:transaction; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,account_identifier|transaction_identifier,production,0.29663995888108063,0.65706654918404,0.3333333333333333,identifier subtypes must remain separate: identifier:plaid_account vs identifier:transaction; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0041,Plaid.account_id,Stripe.customer_id,0.2510956080799044,account_identifier|customer_identifier,Vetoes: identifier subtypes must remain separate: identifier:plaid_account vs identifier:customer | identifier subtypes must remain separate: identifier:plaid_account vs identifier:customer,,,TN,REJECT_UNSAFE,account_identifier|customer_identifier,discovery,0.2510956080799044,0.5269398326092506,0.3333333333333333,identifier subtypes must remain separate: identifier:plaid_account vs identifier:customer,,,False
TN_0042,Plaid.account_id,Stripe.customer_id,0.2510956080799044,account_identifier|customer_identifier,Vetoes: identifier subtypes must remain separate: identifier:plaid_account vs identifier:customer | identifier subtypes must remain separate: identifier:plaid_account vs identifier:customer,,,TN,REJECT_UNSAFE,account_identifier|customer_identifier,production,0.2510956080799044,0.5269398326092506,0.3333333333333333,identifier subtypes must remain separate: identifier:plaid_account vs identifier:customer,,,False
TN_0043,Plaid.account_id,UPI.payer_account,0.1879226362971183,account_identifier|payer_account,insufficient evidence,,,TN,DEFER,account_identifier|payer_account,discovery,0.1879226362971183,0.3464456275155761,0.3333333333333333,,,,False
TN_0044,Plaid.account_id,UPI.payer_account,0.1879226362971183,account_identifier|payer_account,insufficient evidence,,,TN,DEFER,account_identifier|payer_account,production,0.1879226362971183,0.3464456275155761,0.3333333333333333,,,,False
TN_0045,Plaid.account_id,UPI.txn_id,0.18482999788555482,account_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:plaid_account vs identifier:upi_transaction; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,account_identifier|transaction_identifier,discovery,0.18482999788555482,0.33760951776825193,0.3333333333333333,identifier subtypes must remain separate: identifier:plaid_account vs identifier:upi_transaction; explicit negative pair hard veto,,,False
TN_0046,Plaid.account_id,UPI.txn_id,0.18482999788555482,account_identifier|transaction_identifier,Vetoes: identifier subtypes must remain separate: identifier:plaid_account vs identifier:upi_transaction; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,account_identifier|transaction_identifier,production,0.18482999788555482,0.33760951776825193,0.3333333333333333,identifier subtypes must remain separate: identifier:plaid_account vs identifier:upi_transaction; explicit negative pair hard veto,,,False
TN_0047,Plaid.account_number,Plaid.account_type,0.3599658931734446,bank_account_number|account_type,Vetoes: account/card subtypes are ambiguous: payment_account:account_number vs payment_account:account_type | account/card subtypes are ambiguous: payment_account:account_number vs payment_account:account_type,,,TN,REJECT_UNSAFE,bank_account_number|account_type,discovery,0.3599658931734446,0.8379977900193655,0.3333333333333333,account/card subtypes are ambiguous: payment_account:account_number vs payment_account:account_type,,,False
TN_0048,Plaid.account_number,Plaid.account_type,0.3599658931734446,bank_account_number|account_type,Vetoes: account/card subtypes are ambiguous: payment_account:account_number vs payment_account:account_type | account/card subtypes are ambiguous: payment_account:account_number vs payment_account:account_type,,,TN,REJECT_UNSAFE,bank_account_number|account_type,production,0.3599658931734446,0.8379977900193655,0.3333333333333333,account/card subtypes are ambiguous: payment_account:account_number vs payment_account:account_type,,,False
TN_0049,Plaid.account_number,UPI.payer_account,0.2364352867253956,bank_account_number|payer_account,Vetoes: account/card subtypes are ambiguous: payment_account:account_number vs payment_account:payer_account | account/card subtypes are ambiguous: payment_account:account_number vs payment_account:payer_account,,,TN,REJECT_UNSAFE,bank_account_number|payer_account,discovery,0.2364352867253956,0.485053200167797,0.3333333333333333,account/card subtypes are ambiguous: payment_account:account_number vs payment_account:payer_account,,,False
TN_0050,Plaid.account_number,UPI.payer_account,0.2364352867253956,bank_account_number|payer_account,Vetoes: account/card subtypes are ambiguous: payment_account:account_number vs payment_account:payer_account | account/card subtypes are ambiguous: payment_account:account_number vs payment_account:payer_account,,,TN,REJECT_UNSAFE,bank_account_number|payer_account,production,0.2364352867253956,0.485053200167797,0.3333333333333333,account/card subtypes are ambiguous: payment_account:account_number vs payment_account:payer_account,,,False
TN_0051,Plaid.account_type,UPI.payer_account,0.23783750297525258,account_type|payer_account,Vetoes: account/card subtypes are ambiguous: payment_account:account_type vs payment_account:payer_account | account/card subtypes are ambiguous: payment_account:account_type vs payment_account:payer_account,,,TN,REJECT_UNSAFE,account_type|payer_account,discovery,0.23783750297525258,0.48905953231024546,0.3333333333333333,account/card subtypes are ambiguous: payment_account:account_type vs payment_account:payer_account,,,False
TN_0052,Plaid.account_type,UPI.payer_account,0.23783750297525258,account_type|payer_account,Vetoes: account/card subtypes are ambiguous: payment_account:account_type vs payment_account:payer_account | account/card subtypes are ambiguous: payment_account:account_type vs payment_account:payer_account,,,TN,REJECT_UNSAFE,account_type|payer_account,production,0.23783750297525258,0.48905953231024546,0.3333333333333333,account/card subtypes are ambiguous: payment_account:account_type vs payment_account:payer_account,,,False
TN_0053,Plaid.routing_number,Plaid.account_number,0.35705764464775336,routing_number|bank_account_number,Vetoes: routing number must not merge with account number; account/card subtypes are ambiguous: payment_account:routing_number vs payment_account:account_number | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,routing_number|bank_account_number,discovery,0.35705764464775336,0.8296885085173906,0.3333333333333333,routing number must not merge with account number; account/card subtypes are ambiguous: payment_account:routing_number vs payment_account:account_number; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0054,Plaid.routing_number,Plaid.account_number,0.35705764464775336,routing_number|bank_account_number,Vetoes: routing number must not merge with account number; account/card subtypes are ambiguous: payment_account:routing_number vs payment_account:account_number | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,routing_number|bank_account_number,production,0.35705764464775336,0.8296885085173906,0.3333333333333333,routing number must not merge with account number; account/card subtypes are ambiguous: payment_account:routing_number vs payment_account:account_number; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0055,Plaid.transaction_amount,Plaid.transaction_date,0.2557393939887669,payment_amount|transaction_date,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|transaction_date,discovery,0.2557393939887669,0.5402077923488577,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0056,Plaid.transaction_amount,Plaid.transaction_date,0.2557393939887669,payment_amount|transaction_date,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|transaction_date,production,0.2557393939887669,0.5402077923488577,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0057,Plaid.transaction_amount,UPI.txn_status,0.22318726461709204,payment_amount|payment_status,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|payment_status,discovery,0.22318726461709204,0.44720170842978685,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0058,Plaid.transaction_amount,UPI.txn_status,0.22318726461709204,payment_amount|payment_status,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|payment_status,production,0.22318726461709204,0.44720170842978685,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0059,Plaid.transaction_date,PPVisa.exp,0.18356376662995733,transaction_date|card_expiration_date,insufficient evidence,,,TN,DEFER,transaction_date|card_expiration_date,discovery,0.18356376662995733,0.3339917141808305,0.3333333333333333,,,,False
TN_0060,Plaid.transaction_date,PPVisa.exp,0.18356376662995733,transaction_date|card_expiration_date,insufficient evidence,,,TN,DEFER,transaction_date|card_expiration_date,production,0.18356376662995733,0.3339917141808305,0.3333333333333333,,,,False
TN_0061,Plaid.transaction_date,UPI.txn_amount,0.16489951052648594,transaction_date|payment_amount,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,transaction_date|payment_amount,discovery,0.16489951052648594,0.28066526817091225,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0062,Plaid.transaction_date,UPI.txn_amount,0.16489951052648594,transaction_date|payment_amount,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,transaction_date|payment_amount,production,0.16489951052648594,0.28066526817091225,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0063,Plaid.transaction_date,UPI.txn_status,0.16958075313437565,transaction_date|payment_status,Vetoes: temporal must not merge with status; schema-declared do_not_merge_with_families veto | temporal must not merge with status; schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,transaction_date|payment_status,discovery,0.16958075313437565,0.29404024705059706,0.3333333333333333,temporal must not merge with status; schema-declared do_not_merge_with_families veto,,,False
TN_0064,Plaid.transaction_date,UPI.txn_status,0.16958075313437565,transaction_date|payment_status,Vetoes: temporal must not merge with status; schema-declared do_not_merge_with_families veto | temporal must not merge with status; schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,transaction_date|payment_status,production,0.16958075313437565,0.29404024705059706,0.3333333333333333,temporal must not merge with status; schema-declared do_not_merge_with_families veto,,,False
TN_0065,Plaid.transaction_date,UPI.txn_timestamp,0.2964425457546348,transaction_date|transaction_timestamp,insufficient evidence,,,TN,DEFER,transaction_date|transaction_timestamp,discovery,0.2964425457546348,0.656502511679909,0.3333333333333333,,,,False
TN_0066,Plaid.transaction_date,UPI.txn_timestamp,0.2964425457546348,transaction_date|transaction_timestamp,insufficient evidence,,,TN,DEFER,transaction_date|transaction_timestamp,production,0.2964425457546348,0.656502511679909,0.3333333333333333,,,,False
TN_0067,Plaid.transaction_id,Plaid.transaction_amount,0.29975669782148573,transaction_identifier|payment_amount,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|payment_amount,discovery,0.29975669782148573,0.6659715175851973,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0068,Plaid.transaction_id,Plaid.transaction_amount,0.29975669782148573,transaction_identifier|payment_amount,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|payment_amount,production,0.29975669782148573,0.6659715175851973,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0069,Plaid.transaction_id,Plaid.transaction_date,0.2743713021714726,transaction_identifier|transaction_date,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|transaction_date,discovery,0.2743713021714726,0.5934418157280169,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0070,Plaid.transaction_id,Plaid.transaction_date,0.2743713021714726,transaction_identifier|transaction_date,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|transaction_date,production,0.2743713021714726,0.5934418157280169,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0071,Plaid.transaction_id,Stripe.customer_id,0.2577048434908397,transaction_identifier|customer_identifier,Vetoes: identifier subtypes must remain separate: identifier:transaction vs identifier:customer; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,transaction_identifier|customer_identifier,discovery,0.2577048434908397,0.5458233623547801,0.3333333333333333,identifier subtypes must remain separate: identifier:transaction vs identifier:customer; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0072,Plaid.transaction_id,Stripe.customer_id,0.2577048434908397,transaction_identifier|customer_identifier,Vetoes: identifier subtypes must remain separate: identifier:transaction vs identifier:customer; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,transaction_identifier|customer_identifier,production,0.2577048434908397,0.5458233623547801,0.3333333333333333,identifier subtypes must remain separate: identifier:transaction vs identifier:customer; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0073,Plaid.transaction_id,UPI.txn_amount,0.21540739414579935,transaction_identifier|payment_amount,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|payment_amount,discovery,0.21540739414579935,0.4249735070832362,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0074,Plaid.transaction_id,UPI.txn_amount,0.21540739414579935,transaction_identifier|payment_amount,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|payment_amount,production,0.21540739414579935,0.4249735070832362,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0075,Plaid.transaction_id,UPI.txn_status,0.22136994162852502,transaction_identifier|payment_status,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|payment_status,discovery,0.22136994162852502,0.442009357033881,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0076,Plaid.transaction_id,UPI.txn_status,0.22136994162852502,transaction_identifier|payment_status,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|payment_status,production,0.22136994162852502,0.442009357033881,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0077,Plaid.transaction_id,UPI.txn_timestamp,0.2191807713369296,transaction_identifier|transaction_timestamp,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|transaction_timestamp,discovery,0.2191807713369296,0.43575458477217976,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0078,Plaid.transaction_id,UPI.txn_timestamp,0.2191807713369296,transaction_identifier|transaction_timestamp,Vetoes: identifier must not merge with payment/temporal | identifier must not merge with payment/temporal,,,TN,REJECT_UNSAFE,transaction_identifier|transaction_timestamp,production,0.2191807713369296,0.43575458477217976,0.3333333333333333,identifier must not merge with payment/temporal,,,False
TN_0079,Razorpay.razorpay_payment_id,Razorpay.razorpay_order_id,0.3960741490100089,payment_identifier|order_identifier,Vetoes: identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,payment_identifier|order_identifier,discovery,0.3960741490100089,0.8459261400285969,0.5,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0080,Razorpay.razorpay_payment_id,Razorpay.razorpay_order_id,0.3960741490100089,payment_identifier|order_identifier,Vetoes: identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,payment_identifier|order_identifier,production,0.3960741490100089,0.8459261400285969,0.5,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
TN_0081,Razorpay.razorpay_payment_id,Stripe.payment_intent_id,0.27932595258797405,payment_identifier|payment_intent_identifier,Vetoes: identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:payment_intent; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,payment_identifier|payment_intent_identifier,discovery,0.27932595258797405,0.5123598645370687,0.5,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:payment_intent; explicit negative pair hard veto,,,False
TN_0082,Razorpay.razorpay_payment_id,Stripe.payment_intent_id,0.27932595258797405,payment_identifier|payment_intent_identifier,Vetoes: identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:payment_intent; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,payment_identifier|payment_intent_identifier,production,0.27932595258797405,0.5123598645370687,0.5,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:payment_intent; explicit negative pair hard veto,,,False
TN_0083,Razorpay.vpa,UPI.payee_vpa,0.41473423384174823,virtual_payment_address|payee_virtual_payment_address,Vetoes: role conflict: payer vs payee; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,virtual_payment_address|payee_virtual_payment_address,discovery,0.41473423384174823,0.7563835252621378,0.75,role conflict: payer vs payee; explicit negative pair hard veto,,,False
TN_0084,Razorpay.vpa,UPI.payee_vpa,0.41473423384174823,virtual_payment_address|payee_virtual_payment_address,Vetoes: role conflict: payer vs payee; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,virtual_payment_address|payee_virtual_payment_address,production,0.41473423384174823,0.7563835252621378,0.75,role conflict: payer vs payee; explicit negative pair hard veto,,,False
TN_0085,Stripe.card_last4,Stripe.card_brand,0.28131991061696415,card_last4|card_brand,Vetoes: account/card subtypes are ambiguous: payment_card:last4 vs payment_card:brand; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,card_last4|card_brand,discovery,0.28131991061696415,0.6132949827151357,0.3333333333333333,account/card subtypes are ambiguous: payment_card:last4 vs payment_card:brand; explicit negative pair hard veto,,,False
TN_0086,Stripe.card_last4,Stripe.card_brand,0.28131991061696415,card_last4|card_brand,Vetoes: account/card subtypes are ambiguous: payment_card:last4 vs payment_card:brand; explicit negative pair hard veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,card_last4|card_brand,production,0.28131991061696415,0.6132949827151357,0.3333333333333333,account/card subtypes are ambiguous: payment_card:last4 vs payment_card:brand; explicit negative pair hard veto,,,False
TN_0087,UPI.txn_amount,UPI.txn_status,0.34774296797932175,payment_amount|payment_status,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|payment_status,discovery,0.34774296797932175,0.803075146607586,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0088,UPI.txn_amount,UPI.txn_status,0.34774296797932175,payment_amount|payment_status,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|payment_status,production,0.34774296797932175,0.803075146607586,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0089,UPI.txn_amount,UPI.txn_timestamp,0.2609994755988891,payment_amount|transaction_timestamp,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|transaction_timestamp,discovery,0.2609994755988891,0.555236596949207,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0090,UPI.txn_amount,UPI.txn_timestamp,0.2609994755988891,payment_amount|transaction_timestamp,Vetoes: schema-declared do_not_merge_with_families veto | schema-declared do_not_merge_with_families veto,,,TN,REJECT_UNSAFE,payment_amount|transaction_timestamp,production,0.2609994755988891,0.555236596949207,0.3333333333333333,schema-declared do_not_merge_with_families veto,,,False
TN_0091,UPI.txn_id,Stripe.customer_id,0.2097293325866637,transaction_identifier|customer_identifier,Vetoes: identifier subtypes must remain separate: identifier:upi_transaction vs identifier:customer; schema-declared do_not_merge_with_families veto | explicit negative pair hard veto,,,TN,REJECT_UNSAFE,transaction_identifier|customer_identifier,discovery,0.2097293325866637,0.40875047405713444,0.3333333333333333,identifier subtypes must remain separate: identifier:upi_transaction vs identifier:customer; schema-declared do_not_merge_with_families veto; explicit negative pair hard veto,,,False
